search URL:,https://patents.google.com/?q=%28Quantum+Supremacy%29&oq=Quantum+Supremacy
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
JP-6890975-B2,Materials for OLED devices ,"メルク パテント ゲーエムベーハー, メルク  パテント  ゲーエムベーハー","パルハム、アミア・ホサイン, ヤトシュ、アンヤ, エベルレ、トマス, グロスマン、トビアス, クロエベル、ヨナス・バレンティン, ドーベルマン、ラルス",2014-05-05,2015-04-01,2021-06-18,2021-06-18,https://patents.google.com/patent/JP6890975B2/en,
JP-6339071-B2,Materials for organic electroluminescent devices ,"メルク パテント ゲーエムベーハー, メルク  パテント  ゲーエムベーハー","パルハム、アミア・ホサイン, エベルレ、トマス, ヤトシュ、アンヤ, プフルム、クリストフ, クロエベル、ヨナス・バレンティン",2012-07-23,2013-06-25,2018-06-06,2018-06-06,https://patents.google.com/patent/JP6339071B2/en,
KR-102211571-B1,Androgen receptor modulator and uses thereof ,"아라곤 파마슈티컬스, 인코포레이티드","이산 첸, 제프리 에이치. 해거, 에드나 차우 마네발, 마크 알. 허버트, 니콜라스 디. 스미스",2013-01-15,2014-01-09,2021-02-02,2021-02-02,https://patents.google.com/patent/KR102211571B1/en,
US-9128240-B2,"Spot-size converter, manufacturing method thereof, and integrated optical circuit device ","Fujitsu Limited, Nec Corporation","Nobuaki Hatori, Masashige Ishizaka, Takanori Shimizu",2013-03-28,2014-03-14,2015-09-08,2015-09-08,https://patents.google.com/patent/US9128240B2/en,https://patentimages.storage.googleapis.com/4f/c7/c8/fca4d5310afd90/US09128240-20150908-D00000.png
JP-6891109-B2,Materials for OLED devices ,"メルク パテント ゲーエムベーハー, メルク  パテント  ゲーエムベーハー","パルハム、アミア・ホサイン, グロスマン、トビアス, エベルレ、トマス, ヤトシュ、アンヤ, クロエベル、ヨナス・バレンティン, ドーベルマン−マラ、ラルス",2014-07-29,2015-07-03,2021-06-18,2021-06-18,https://patents.google.com/patent/JP6891109B2/en,
JP-6608429-B2,Materials for organic electroluminescent devices ,メルク  パテント  ゲーエムベーハー,"パルハム、アミア・ホサイン, エベルレ、トマス, ヤトシュ、アンヤ, グロスマン、トビアス, クロエベル、ヨナス・バレンティン, アネミアン、レミ・マノウク",2014-08-13,2015-07-15,2019-11-20,2019-11-20,https://patents.google.com/patent/JP6608429B2/en,
US-10488574-B2,Display device and light source device ,Japan Display Inc.,"Kentaro Okuyama, Akira Sakaigawa",2014-09-05,2015-07-31,2019-11-26,2019-11-26,https://patents.google.com/patent/US10488574B2/en,https://patentimages.storage.googleapis.com/14/bc/31/c691a8949f65a5/US10488574-20191126-D00000.png
JP-6258451-B2,Lighting device comprising a plurality of light emitting elements ,クォークスター・エルエルシー,"ウィルソン・ダウ, ロバート・シー・ガードナー, ジョージ・ラーマン, ルイス・ラーマン, クリストファー・エイチ・ローリー, ブライアン・ディー・オゴノウスキー, ジョージ・イー・スミス, インゴ・スパイアー, ロバート・ヴィ・スティール, ジャクリーン・テン, アラン・ブレント・ヨーク",2011-08-08,2016-11-29,2018-01-10,2018-01-10,https://patents.google.com/patent/JP6258451B2/en,
JP-6165746-B2,Materials for organic electroluminescence devices ,"メルク パテント ゲーエムベーハー, メルク  パテント  ゲーエムベーハー","ヤトシュ、アンヤ, アネミアン、レミ・マノウク, シュローデル、ベルンド, ブエシング、アルネ, ストエッセル、フィリップ, プフルム、クリストフ, クロエッセル、ヨナス・バレンティン, エベルレ、トマス",2011-10-20,2012-09-24,2017-07-19,2017-07-19,https://patents.google.com/patent/JP6165746B2/en,
US-8472494-B2,"Semiconductor laser silicon waveguide substrate, and integrated device ",Fujitsu Limited,Suguru Akiyama,2009-03-05,2011-08-18,2013-06-25,2013-06-25,https://patents.google.com/patent/US8472494B2/en,https://patentimages.storage.googleapis.com/3f/c8/a3/3f97f723c1074c/US08472494-20130625-D00000.png
AU-2021229136-B2,A method for side effect reduction in the use of statins via physiologically synthesized glutathione ,"The Proimmune Company, Llc",Albert Crum,2014-08-29,2021-09-06,2023-06-01,2023-06-01,https://patents.google.com/patent/AU2021229136B2/en,
AU-2019201564-B2,System and process for retina phototherapy ,"Ojai Retinal Technology, Llc","Jeffrey K. LUTTRULL, Benjamin Margolis",2012-05-25,2019-03-06,2020-05-14,2020-05-14,https://patents.google.com/patent/AU2019201564B2/en,
US-9310373-B2,Molecular conjugate ,"Ventana Medical Systems, Inc.","Christopher Bieniarz, Julia Ashworth-Sharpe, Casey A. Kernag, Jerome W. Kosmeder, Mark Lefever",2005-11-23,2014-02-14,2016-04-12,2016-04-12,https://patents.google.com/patent/US9310373B2/en,https://patentimages.storage.googleapis.com/bc/4a/88/54aeca7aa28f5c/US09310373-20160412-D00001.png
US-10299961-B2,System for neuroprotective therapy for glaucoma ,"Ojai Retinal Technology, Llc","Jeffrey K. Luttrull, Benjamin W. L. Margolis, David B. Chang",2012-05-25,2018-04-25,2019-05-28,2019-05-28,https://patents.google.com/patent/US10299961B2/en,https://patentimages.storage.googleapis.com/60/57/92/6869d23d998f81/US10299961-20190528-D00000.png
US-9053431-B1,Intelligent control with hierarchical stacked neural networks ,Michael Lamport Commons,Michael Lamport Commons,2010-10-26,2014-07-02,2015-06-09,2015-06-09,https://patents.google.com/patent/US9053431B1/en,https://patentimages.storage.googleapis.com/99/f0/d5/1b622b2d18c07c/US09053431-20150609-D00000.png
US-9692520-B2,"Optical signal-processing apparatus, receiving apparatus, and optical network system ",Fujitsu Limited,Shigeki Watanabe,2009-10-30,2015-02-09,2017-06-27,2017-06-27,https://patents.google.com/patent/US9692520B2/en,https://patentimages.storage.googleapis.com/61/2e/14/97741c7bc70104/US09692520-20170627-D00000.png
CN-109522956-B,Low-rank discriminant feature subspace learning method ,哈尔滨理工大学,"李骜, 刘鑫, 林克正, 陈德运, 孙广路",2018-11-16,2018-11-16,2022-09-30,2022-09-30,https://patents.google.com/patent/CN109522956B/en,https://patentimages.storage.googleapis.com/55/91/e3/64f21f7ffc938f/HDA0001868775860000011.png
JP-7018573-B2,Luminance converter and luminance conversion method ,パナソニックＩｐマネジメント株式会社,"健吾 寺田, 雅之 小塚, 孝啓 西, 正真 遠間",2014-06-10,2020-04-30,2022-02-14,2022-02-14,https://patents.google.com/patent/JP7018573B2/en,https://patentimages.storage.googleapis.com/5b/c3/f0/a648118873648d/0007018573000002.png
JP-7229261-B2,"VIDEO ENCODER BITRATE CONTROL METHOD, APPARATUS, DEVICE, STORAGE MEDIUM AND PROGRAM ",テンセント・テクノロジー・（シェンジェン）・カンパニー・リミテッド,"グオ，ヤオヤオ, マオ，シュンアン, グゥ，チェンチェン",2018-03-28,2019-02-27,2023-02-27,2023-02-27,https://patents.google.com/patent/JP7229261B2/en,https://patentimages.storage.googleapis.com/4b/6d/ef/82fdec7242e2ae/0007229261000012.png
US-10048200-B2,Optical sensor based with multilayered plasmonic structure comprising a nanoporous metallic layer ,Photonicsys Ltd.,Ibrahim Abdulhalim,2013-08-04,2014-06-10,2018-08-14,2018-08-14,https://patents.google.com/patent/US10048200B2/en,https://patentimages.storage.googleapis.com/c7/dc/5c/3eb57380a3ab1a/US10048200-20180814-D00000.png
US-10787521-B2,"Bi-specific monovalent diabodies that are capable of binding CD123 and CD3, and uses thereof ","Macrogenics, Inc.","Ezio Bonvini, Leslie S. Johnson, Ling Huang, Paul A. Moore, Gurunadh Reddy Chichili, Ralph Froman Alderson",2013-08-23,2017-10-12,2020-09-29,2020-09-29,https://patents.google.com/patent/US10787521B2/en,https://patentimages.storage.googleapis.com/fb/ef/89/f244f23ef679d5/US10787521-20200929-D00001.png
JP-5894145-B2,Dislocation and stress management by maskless process using substrate patterning and method for device fabrication ,"ピレグロース テック ソチエタ レスポンサビリタ リミテ, ピレグロース  テック  ソチエタ  レスポンサビリタ  リミテ","フォン ケネル ハンス, フォン  ケネル ハンス, ミリオ レオニダ, ミリオ レオニダ",2010-04-27,2011-04-26,2016-03-23,2016-03-23,https://patents.google.com/patent/JP5894145B2/en,https://patentimages.storage.googleapis.com/42/c1/9a/a10f379c1fa59b/0005894145-2.png
US-2017250796-A1,Trans Vernam Cryptography: Round One ,Gideon Samid,Gideon Samid,2016-02-18,2017-02-18,2017-08-31,,https://patents.google.com/patent/US20170250796A1/en,https://patentimages.storage.googleapis.com/3a/8e/31/ba09c167c6772a/US20170250796A1-20170831-D00000.png
CN-102999431-B,Weave sequence counter for non-volatile memory systems ,苹果公司,"D·J·波斯特, N·J·瓦卡拉特, V·科麦尔尼斯基",2011-09-16,2012-09-14,2015-07-15,2015-07-15,https://patents.google.com/patent/CN102999431B/en,
CN-103985628-B,Method for wafer transfer ,国际商业机器公司,"C·巴伊拉姆, J·O·初, C·蒂米特拉克普洛斯, 金志焕, 朴弘植, D·K·萨达那",2013-02-05,2014-01-29,2017-04-12,2017-04-12,https://patents.google.com/patent/CN103985628B/en,
KR-102178828-B1,Semiconductor device including multiple nanowire transistor ,삼성전자 주식회사,"양정길, 권태용, 김상수",2014-02-21,2014-02-21,2020-11-13,2020-11-13,https://patents.google.com/patent/KR102178828B1/en,https://patentimages.storage.googleapis.com/00/0e/02/2c897e65034556/112014017424726-pat00001.png
KR-102515555-B1,Methods for Diagnosing Bacterial and Viral Infections ,더 보드 어브 트러스티스 어브 더 리랜드 스탠포드  주니어 유니버시티,"펄베쉬 카트리, 티모시 이. 스위니",2016-06-07,2017-06-05,2023-03-28,2023-03-28,https://patents.google.com/patent/KR102515555B1/en,https://patentimages.storage.googleapis.com/6e/6e/f1/77c992fd6da94a/112018122840134-pct00049.png
US-10408847-B2,Tuberculosis biomarkers and uses thereof ,"Somalogic, Inc.","Urs Ochsner, David G. Sterling, Nebojsa Janjic",2012-04-13,2017-09-20,2019-09-10,2019-09-10,https://patents.google.com/patent/US10408847B2/en,https://patentimages.storage.googleapis.com/a0/a4/fc/3597834dff0f04/US10408847-20190910-D00001.png
CN-106849065-B,It is a kind of meter and charging station power distribution network multiple target collaborative planning method ,四川大学,"向月, 刘俊勇, 郭焱林",2017-03-06,2017-03-06,2019-06-11,2019-06-11,https://patents.google.com/patent/CN106849065B/en,
CN-110105025-B,Cement-based capillary crystalline waterproof material modified based on nano silicon-based material and preparation and application thereof ,上海凯顿百森建筑工程有限公司,"叶学平, 蒋正武, 沐磊",2019-06-19,2019-06-19,2021-08-03,2021-08-03,https://patents.google.com/patent/CN110105025B/en,
JP-6480434-B2,System and method for direct pointing detection for interaction with digital devices ,"アイサイト モバイル テクノロジーズ リミテッド, アイサイト  モバイル  テクノロジーズ  リミテッド","イタイ カッツ，, イタイ カッツ，",2013-06-27,2014-06-27,2019-03-13,2019-03-13,https://patents.google.com/patent/JP6480434B2/en,
US-9623049-B2,Immunotherapy using redirected allogeneic cells ,Yeda Research And Development Co. Ltd.,"Zelig Eshhar, Assaf MARCUS, Tova Waks",2010-05-04,2012-11-05,2017-04-18,2017-04-18,https://patents.google.com/patent/US9623049B2/en,https://patentimages.storage.googleapis.com/e4/3e/7f/2012663b1129fb/US09623049-20170418-D00001.png
US-RE44820-E,"Nanocrystalline apatites and composites, prostheses incorporating them, and methods of their production ",Massachusetts Institute Of Technology,"Jackie Y. Ying, Edward S. Ahn, Atsuski Nakahira",1997-01-16,2012-06-28,2014-04-01,2014-04-01,https://patents.google.com/patent/USRE44820E1/en,https://patentimages.storage.googleapis.com/bd/88/e4/b49b4ffb764f57/USRE044820-20140401-D00001.png
EP-3225641-B1,Block copolymer ,"LG Chem, Ltd.","Jeong Kyu Lee, Je Gwon Lee, In Young Song, Sung Joon Oh, Yeon Joo Kang, Sung Soo Yoon, Jung Keun Kim",2014-09-30,2015-09-30,2021-11-24,2021-11-24,https://patents.google.com/patent/EP3225641B1/en,https://patentimages.storage.googleapis.com/6e/2b/6f/e6d4d80f6df9f6/imgf0001.png
CN-105654729-B,A kind of short-term traffic flow forecast method based on convolutional neural networks ,南京邮电大学,"陈志�, 林海涛, 岳文静, 龚凯, 杨天明, 黄诚博",2016-03-28,2016-03-28,2018-01-02,2018-01-02,https://patents.google.com/patent/CN105654729B/en,
EP-3202800-B1,Block copolymer ,"LG Chem, Ltd.","Jeong Kyu Lee, Sung Joon Oh, Yeon Joo Kang, Jung Keun Kim, In Young Song, Sung Soo Yoon",2014-09-30,2015-09-30,2021-12-29,2021-12-29,https://patents.google.com/patent/EP3202800B1/en,https://patentimages.storage.googleapis.com/17/41/d5/d699d81c5dd683/imgf0001.png
CN-205084207-U,Percutaneous nerve stimulation ware that can wear ,塞恩克公司,"爱希·戈德瓦瑟, 丹尼尔·Z·韦特莫尔, 修蒙·K·帕尔, 乔纳森·查尔斯沃思, 威廉姆·J·泰勒, 瑞米·德默斯, 温·劳, 杰伊·哈姆林, 道格拉斯·杰弗里",2014-05-25,2015-05-25,2016-03-16,2016-03-16,https://patents.google.com/patent/CN205084207U/en,
CN-106167912-B,"Preparation method, electrode, non-enzymatic glucose sensor and the composite material of Pt nanoparticle/Nano tube array of titanium dioxide ",苏州蓝锐纳米科技有限公司,"赖跃坤, 蔡京升, 黄剑莹, 王涛, 何志成",2016-06-23,2016-06-23,2018-07-17,2018-07-17,https://patents.google.com/patent/CN106167912B/en,
EP-3157640-B1,"Compositions containing one or more poly alpha-1,3-glucan ether compounds ",E. I. du Pont de Nemours and Company,"Kevin D. Nagy, Ayrookaran J. Poulose, T. Joseph Dennes, Perry G. Caimi, Jayme L. Paullin, Susan Marie Hennessey",2014-06-19,2015-06-18,2018-10-03,2018-10-03,https://patents.google.com/patent/EP3157640B1/en,
US-10019990-B2,Variable-component deep neural network for robust speech recognition ,"Microsoft Technology Licensing, Llc","Jinyu Li, Rui Zhao, Yifan Gong",2014-09-09,2014-09-09,2018-07-10,2018-07-10,https://patents.google.com/patent/US10019990B2/en,https://patentimages.storage.googleapis.com/ad/fb/82/4b5745edafb7c5/US10019990-20180710-D00000.png
JP-2020162612-A,Signaling polynucleotides for allergen detection ,"ドッツ テクノロジー コーポレイションＤＯＴＳ Ｔｅｃｈｎｏｌｏｇｙ Ｃｏｒｐ．, Dots Technology Corp, ドッツ  テクノロジー  コーポレイション","ギルボア−ゲフィン、アディ, Gilboa-Geffen Adi, バブ ブラウン、レヌカ, Babu BROWN Renuka, バブ ブラウン、レヌカ",2013-10-28,2020-06-09,2020-10-08,,https://patents.google.com/patent/JP2020162612A/en,
CN-102327156-B,Dental shade mapping ,卡尔斯特里姆保健公司,"V·C·王, J·R·米尔奇",2010-07-13,2011-07-13,2015-06-17,2015-06-17,https://patents.google.com/patent/CN102327156B/en,
CN-104053410-B,System and method for treating cerebral infarction ,半影公司,"A·利诺夫, 戴夫·巴里, V·古普塔, A·波斯",2011-10-05,2012-10-04,2017-03-29,2017-03-29,https://patents.google.com/patent/CN104053410B/en,
US-9722397-B2,Tunable laser and tunable laser module ,Fujitsu Limited,"Kazumasa Takabayashi, Tsuyoshi Yamamoto, Manabu Matsuda",2014-11-28,2015-11-16,2017-08-01,2017-08-01,https://patents.google.com/patent/US9722397B2/en,https://patentimages.storage.googleapis.com/c6/55/7b/8ec8b7c8f546ad/US09722397-20170801-D00000.png
JP-6821688-B2,Chimeric antigen receptor and usage ,"ミルテニー・バイオテク・テクノロジー・インコーポレイテッドＭｉｌｔｅｎｙｉ Ｂｉｏｔｅｃ Ｔｅｃｈｎｏｌｏｇｙ， Ｉｎｃ．, ミルテニー・バイオテク・テクノロジー・インコーポレイテッド","オレンタス，リマス, シュナイダー，ディナ, ドロップリク，ボロ",2015-10-09,2016-10-07,2021-01-27,2021-01-27,https://patents.google.com/patent/JP6821688B2/en,
